Chris I-PER -55.118419538
Lewis I-PER -62.0062996092
, O -65.92999628
another O -77.6546469069
man O -86.1043542007
dumped O -89.1684966677
by O -95.1388683568
England I-LOC -100.382195327
, O -104.258918243
continued O -116.691911721
to O -121.109741048
silence O -124.173883515
his O -130.430076811
critics O -141.182369198
as O -147.326163608
he O -153.503745017
followed O -163.339746672
his O -169.595939967
four O -177.377817889
for O -182.673365672
45 O -191.998541703
on O -196.923851182
Thursday O -203.815413858
with O -209.626063822
80 O -219.27974392
not O -225.539661615
out O -232.410390204
on O -237.335699682
Friday O -244.681254507
in O -249.096721163
the O -252.756024292
match O -260.512584405
against O -267.592804456
Warwickshire I-ORG -275.36995219
. O -279.881702017

He O -7.04358187215
was O -15.3246079495
well O -23.6201645634
backed O -34.2183062704
by O -40.1886779595
England I-LOC -45.4320049292
hopeful O -48.7210175488
Mark I-PER -57.584072394
Butcher I-PER -58.9687525064
who O -65.7001488562
made O -76.7026647657
70 O -84.5927562715
as O -90.7365506823
Surrey I-ORG -98.4266870389
closed O -108.058334146
on O -116.056583442
429 O -120.979440136
for O -126.274987919
seven O -134.59953207
, O -138.251384834
a O -142.791071125
lead O -151.017634868
of O -155.368286492
234 O -160.291143185
. O -163.931108127

Derbyshire I-ORG -1.74999691956
kept O -12.2613450926
up O -22.1289437805
the O -25.7882469101
hunt O -36.3863886171
for O -41.6819364008
their O -48.3795494817
first O -54.9625959982
championship O -63.6565002525
title O -72.9047152425
since O -80.5584179703
1936 O -85.4812746635
by O -91.4516463526
reducing O -94.5157888196
Worcestershire I-ORG -102.493607249
to O -107.783221461
133 O -115.779017972
for O -121.074565755
five O -128.90011874
in O -133.315585396
their O -140.013198477
second O -147.181971925
innings O -155.408535668
, O -159.060388432
still O -167.173623489
100 O -175.454995468
runs O -183.938604313
away O -192.744986551
from O -198.659675154
avoiding O -201.723817621
an O -208.039358473
innings O -216.265922216
defeat O -225.718931618
. O -229.35889656

After O -9.16704029924
the O -15.5618272924
frustration O -18.6259697594
of O -22.9766213835
seeing O -26.0407638505
the O -29.7000669801
opening O -38.8101316316
day O -46.6907443936
of O -51.0413960176
their O -57.7390090986
match O -65.4955692119
badly O -76.4301831555
affected O -87.0283248624
by O -92.9986965515
the O -96.6579996811
weather O -106.717144887
, O -110.368997651
Kent I-ORG -118.464599116
stepped O -129.68321128
up O -139.550809968
a O -144.090496259
gear O -147.154638726
to O -151.572468053
dismiss O -154.63661052
Nottinghamshire I-ORG -162.614428949
for O -168.781761618
214 O -176.777558129
. O -180.417523071

They O -7.93156882786
were O -16.9363425262
held O -25.0983677475
up O -31.8930266177
by O -37.8633983067
a O -42.4030845978
gritty O -45.4672270648
84 O -50.3900837581
from O -56.3047723606
Paul I-PER -62.5391102982
Johnson I-PER -69.3804703537
but O -76.2327867729
ex-England O -82.4093536435
fast O -92.5555102268
bowler O -95.6196526938
Martin I-PER -101.935668662
McCague O -106.171608529
took O -117.497351448
four O -125.279229369
for O -130.574777153
55 O -139.860732471
. O -143.500697413

By O -10.7764782117
stumps I-ORG -16.2181554699
Kent I-ORG -24.5523901072
had O -31.5242369155
reached O -43.8831320514
108 O -54.6354244382
for O -59.9309722218
three O -67.1717191698
. O -70.8116841119

CRICKET O -8.47389311868
- O -16.6281457467
ENGLISH I-MISC -22.631322007
COUNTY B-MISC -26.9762053091
CHAMPIONSHIP I-MISC -33.9017921845
SCORES O -47.6629292129
. O -54.6331669367

LONDON I-LOC -4.84581691021
1996-08-30 O -16.5419462244

Result O -9.20786229377
and O -16.5539596257
close O -24.9871376176
of O -29.3377892416
play O -37.7074538278
scores O -47.4789169616
in O -51.8943836172
English I-MISC -57.1043292384
county O -67.5080499829
championship O -79.532227019
matches O -87.5654193685
on O -92.4907288469
Friday O -99.8362836717
: O -105.848001235

Leicester I-ORG -8.46780161459
: O -15.6656913202
Leicestershire I-ORG -24.5243570322
beat O -32.1260632417
Somerset I-ORG -41.2360433819
by O -48.0781999562
an O -57.4666806265
innings O -65.693244369
and O -70.3038578374
39 O -80.2088523638
runs O -88.6924612093
. O -92.3324261514

Somerset I-ORG -7.6205037542
83 O -19.404817603
and O -27.0883708893
174 O -32.0112275825
( O -36.6016096599
P. I-PER -43.8774014722
Simmons I-PER -45.2620815846
4-38 O -50.4567821847
) O -58.1595886657
, O -61.8114414297
Leicestershire I-ORG -69.7892598588
296 O -75.5839014372
. O -82.2968061972

Leicestershire I-ORG -7.36918932592
22 O -16.8367334468
points O -27.5337441948
, O -31.1855969588
Somerset I-ORG -39.4147298162
4 O -46.4658158006
. O -53.1787205605

Chester-le-Street I-ORG -3.02827407949
: O -10.2261637851
Glamorgan I-ORG -18.9794689815
259 O -24.7741105599
and O -32.4576638462
207 O -37.3805205394
( O -41.9709026168
A. I-PER -48.6713302842
Dale I-PER -50.0560103966
69 O -58.3610466529
, O -65.1253238206
H. O -69.70591561
Morris I-PER -77.1640289791
69 O -86.3690187281
; O -98.0742512692
D. I-PER -105.149372386
Blenkiron I-PER -106.534052498
4-43 O -111.728753098
) O -119.431559579
, O -123.083412343
Durham I-ORG -131.312545201
114 O -137.107186779
( O -144.770508675
S. I-PER -152.228622044
Watkin I-PER -153.613302156
4-28 O -158.808002756
) O -166.510809237
and O -171.121422706
81-3 O -176.044279399
. O -179.684244341

Tunbridge I-PER -1.12539186353
Wells I-PER -11.0141069555
: O -17.2976684261
Nottinghamshire I-ORG -27.652481554
214 O -33.4471231325
( O -41.1104450277
P. I-PER -48.3862368401
Johnson I-PER -55.2275968956
84 O -60.4222974956
; O -72.1275300367
M. I-PER -78.4650522104
McCague O -82.7009920769
4-55 O -90.7362731738
) O -95.3266552512
, O -98.9785080152
Kent I-ORG -107.07410948
108-3 O -112.868751058
. O -119.581655818

London I-LOC -5.26754253919
( O -11.2072266521
The O -19.779032858
Oval I-LOC -26.8982024142
) O -31.7134546442
: O -40.749608046
Warwickshire I-ORG -48.5267557797
195 O -54.3213973582
, O -61.04618994
Surrey I-ORG -68.7363262966
429-7 O -74.5309678751
( O -82.1942897703
C. I-PER -89.5878646183
Lewis I-PER -96.4757446895
80 O -106.401268694
not O -115.773610793
out O -122.644339382
, O -126.296192146
M. I-PER -132.63371432
Butcher I-PER -134.018394432
70 O -142.180329845
, O -148.944607012
G. I-PER -155.975276367
Kersey I-PER -157.359956479
63 O -166.486972788
, O -173.251249955
J. I-PER -180.584200182
Ratcliffe I-PER -181.968880294
63 O -191.095896603
, O -197.86017377
D. I-PER -204.935294887
Bicknell I-PER -206.319975
55 O -215.877774224
) O -223.580580705
. O -227.220545647

Hove I-ORG -1.74999691956
: O -8.94788662523
Sussex I-ORG -17.9243353729
363 O -23.7189769513
( O -31.3822988465
W. I-PER -39.7567029476
Athey I-PER -41.14138306
111 O -52.1655193536
, O -58.9297965212
V. I-PER -67.486522179
Drakes I-PER -68.8712022914
52 O -78.5516038383
; O -90.2568363794
I. O -94.8374281688
Austin I-MISC -97.5624671401
4-37 B-MISC -100.521056081
) O -104.953302427
, O -112.883654179
Lancashire I-ORG -120.493747828
197-8 O -126.288389407
( O -133.951711302
W. I-PER -142.326115403
Hegg I-PER -143.710795515
54 O -153.030183717
) O -160.732990198

Portsmouth I-ORG -7.6205037542
: O -14.8183934599
Middlesex I-ORG -24.2648458367
199 O -35.2827873052
and O -42.9663405915
426 O -47.8891972847
( O -52.4795793621
J. I-PER -59.8125295882
Pooley I-PER -61.1972097007
111 O -72.2213459943
, O -78.9856231619
M. I-PER -85.3231453356
Ramprakash I-PER -86.707825448
108 O -97.7319617416
, O -104.496238909
M. I-PER -110.833761083
Gatting I-PER -112.218441195
83 O -123.088426809
) O -130.79123329
, O -134.443086054
Hampshire I-ORG -142.220233788
232 O -148.014875366
and O -155.698428653
109-5 O -160.621285346
. O -164.261250288

Chesterfield I-ORG -8.18011954214
: O -15.3780092478
Worcestershire I-ORG -24.2366749598
238 O -30.0313165382
and O -37.7148698245
133-5 O -42.6377265177
, O -46.2895792817
Derbyshire O -51.7156149333
471 O -56.6384716265
( O -61.2288537039
J. I-PER -68.5618039301
Adams I-PER -76.8847685265
123 O -82.0794691265
, O -88.8437462941
T.O'Gorman O -93.4243380835
109 O -104.02247979
not O -110.282397485
out O -117.153126074
, O -120.804978838
K. I-PER -129.025232259
Barnett I-PER -130.409912372
87 O -141.616370222
; O -153.321602763
T. O -157.902194553
Moody I-ORG -165.880012982
6-82 O -171.67465456
) O -179.337976456

Bristol I-ORG -7.36918932592
: O -14.5670790316
Gloucestershire I-ORG -23.2250740481
183 O -29.0197156266
and O -36.7032689128
185-6 O -41.626125606
( O -46.2165076834
J. I-PER -53.5494579096
Russell I-PER -60.6486470744
56 O -70.1687059712
not O -79.5410480698
out O -86.4117766587
) O -91.002158736
, O -94.6540115
Northamptonshire I-ORG -102.749612965
190 O -108.544254543
( O -116.207576438
K. I-PER -124.42782986
Curran I-PER -125.812509972
52 O -135.492911519
; O -147.19814406
A. I-PER -153.898571728
Smith I-PER -161.751532695
5-68 O -166.946233295
) O -174.649039776
. O -178.289004718

CRICKET O -8.47389311868
- O -16.6281457467
1997 O -25.4345279845
ASHES O -28.4986704515
INTINERARY O -31.5628129186
. O -35.2027778606

LONDON I-LOC -4.84581691021
1996-08-30 O -16.5419462244

Australia I-LOC -4.5108819529
will O -12.3735505842
defend O -18.4621288893
the O -22.1214320189
Ashes I-LOC -25.294431434
in O -29.9347682423

a O -4.38155055913
six-test O -10.1811768897
series O -19.2912415412
against O -26.3714615923
England I-LOC -31.6147885619
during O -40.0016839359
a O -47.565806065
four-month O -50.6299485321
tour O -59.5904814497

starting O -9.7468587945
on O -17.4076521364
May O -25.9627199459
13 O -33.7276483088
next O -41.571219799
year O -48.435099046
, O -52.08695181
the O -55.7462549396
Test I-ORG -58.1048809624
and O -63.587279316
County I-ORG -72.445945028
Cricket I-ORG -75.0432042233
Board I-ORG -83.4169871628

said O -4.86513970905
on O -12.5259330509
Friday O -19.8714878757
. O -23.5114528178

Australia I-LOC -4.5108819529
will O -12.3735505842
also O -22.5760622633
play O -30.9457268494
three O -38.1864737974
one-day O -47.8973123094
internationals O -50.9614547764
and O -55.5720682448

four O -7.62374218932
one-day O -20.0700645648
warm-up O -23.1342070319
matches O -31.1673993814
at O -36.8762666513
the O -40.5355697808
start O -49.1477960042
of O -53.4984476282
the O -57.1577507578
tour O -66.1182836754
. O -69.7582486175

The O -5.38923463594
tourists O -11.1888609665
will O -17.7022275623
play O -26.0718921484
nine O -34.9523823583
first-class O -38.0165248253
matches O -46.0497171749
against O -53.1299372259

English I-MISC -5.04288605983
county O -17.2042728407
sides O -30.1341584993
and O -34.7447719677
another O -43.3569981911
against O -50.4372182421
British I-MISC -55.0281246548
Universities I-LOC -57.8723579154
, O -64.900634283

as O -5.9856586788
well O -17.0166991563
as O -23.160493567
one-day O -32.871332079
matches O -40.9045244285
against O -47.9847444795
the O -51.6440476091
Minor I-PER -53.2624887829
Counties I-PER -54.6471688953
and O -59.5296262705

Scotland I-LOC -6.33389396564
. O -11.3231609433

Tour I-MISC -6.21560632066
itinerary I-MISC -11.2809091996
: I-MISC -20.0190302046

May I-ORG -1.9900660974

May O -8.39693207755
13 O -18.897344304
Arrive I-PER -20.5157854778
in O -26.103049533
London I-LOC -32.6749617081

May O -8.39693207755
14 O -19.0514949838
Practice I-PER -20.6699361576
at O -27.550600827
Lord I-LOC -31.3427777462
's O -36.8011495963

May O -8.39693207755
15 O -18.9579689258
v O -27.0133844121
Duke I-PER -28.6318255859
of O -34.1542746095
Norfolk I-LOC -37.9464515287
's O -43.4048233788
XI O -49.4934016839
( O -54.0837837613
at O -59.7926510312
Arundel I-LOC -62.9656504463
) O -67.7809026763

May O -8.39693207755
17 O -19.8263201954
v O -27.8817356817
Northampton I-LOC -36.5590498559

May O -8.39693207755
18 O -19.8922781632
v O -27.9476936495
Worcestershire I-ORG -35.9255120786

May O -8.39693207755
20 O -19.0712976111
v O -27.1267130974
Durham I-ORG -35.3558459548

May O -8.39693207755
22 O -19.4137879201
First O -29.4729331263
one-day O -39.1837716383
international O -47.4651436173
( O -52.0555256947
at O -57.7643929646
Headingley I-LOC -66.0362420306
, O -69.9129649472

Leeds I-ORG -6.92735657364
) O -12.7039107929

May O -8.39693207755
24 O -19.5333330707
Second O -29.3693347257
one-day O -39.0801732376
international O -47.3615452166
( O -51.951927294
at O -57.6607945639
The O -63.2081649318
Oval I-LOC -70.3273344879
, O -74.2040574045

London I-LOC -5.26754253919
) O -11.2072266521

May O -8.39693207755
25 O -19.4569600919
Third O -30.0551017989
one-day O -39.7659403109
international O -48.0473122899
( O -52.6376943673
at O -58.3465616372
Lord O -63.7725972887
's O -69.0060989862
, O -72.6579517502
London I-LOC -78.6106864213
) O -83.4259386513

May O -8.39693207755
27-29 O -16.0552726343
v O -24.1106881206
Gloucestershire I-ORG -31.8878358543
or O -40.0779259218
Sussex I-ORG -49.0543746694
or O -57.244464737
Surrey I-ORG -65.8154483765
( O -71.2776153391
three O -81.591302105

days O -8.08185103091
) O -15.4077169718

May O -8.39693207755
31 O -19.8698053073
- O -25.2885740719
June O -33.3782786316
2 O -39.0429746832
v O -47.0983901695
Derbyshire O -52.5244258211
( O -57.1148078985
three O -64.3555548464
days O -72.5955416093
) O -77.1859236867

June I-ORG -1.9900660974

June O -7.93156882786
5-9 O -15.5899093846
First O -25.6490545909
test O -34.4319063312
match O -42.1884664445
( O -46.7788485218
at O -52.4877157917
Edgbaston I-PER -54.1061569655
, O -58.929807129
Birmingham I-LOC -68.5139808796
) O -73.3292331097

June O -7.93156882786
11-13 O -15.5899093846
v O -23.6453248709
a O -28.185011162
first O -34.7680576784
class O -45.3661993854
county O -55.5123559686
( O -60.102738046
to O -64.5205673726
be O -70.801220966
confirmed O -80.049435956
) O -84.6398180334

June O -7.93156882786
14-16 O -15.5899093846
v O -23.6453248709
Leicestershire I-ORG -31.6231433
( O -37.0853102626
three O -47.3989970285
days O -55.6389837913
) O -60.2293658687

June O -7.93156882786
19-23 O -15.5899093846
Second O -25.4259110395
test O -34.2087627799
( O -38.7991448573
at O -44.5080121272
Lord O -49.9340477787
's O -55.1675494762
) O -59.7579315536

June O -7.93156882786
25-27 O -15.5899093846
v O -23.6453248709
British I-MISC -28.2362312837
Universities B-MISC -30.9716766733
( O -35.4039230188
at O -45.3912892775
Oxford I-ORG -53.4868907423
, O -58.0105283915
three O -68.3242151573
days O -76.5642019202
) O -81.1545839975

June O -7.93156882786
28-30 O -15.5899093846
v O -23.6453248709
Hampshire I-ORG -31.4224726046
( O -36.8846395672
three O -47.198326333
days O -55.4383130958
) O -60.0286951732

July I-ORG -1.9900660974

July O -7.79079627398
3-7 O -15.4491368307
Third O -26.0472785377
test O -34.830130278
( O -39.4205123554
at O -45.1293796253
Old I-LOC -52.9957635833
Trafford I-LOC -60.7509454105
, O -66.0231109391
Manchester I-ORG -75.2983537205
) O -80.7605206831

July O -7.79079627398
9 O -17.9523381811
v O -26.0077536674
Minor I-PER -27.6261948412
Counties I-PER -29.0108749536
XI O -32.3468613275

July O -7.79079627398
12 O -18.4259410944
v O -26.4813565807
Scotland I-LOC -33.5004426783

July O -7.79079627398
16-18 O -15.4491368307
v O -23.504552317
Glamorgan I-ORG -31.3770102305
( O -36.8391771931
three O -47.1528639589
days O -55.3928507217
) O -59.9832327991

July O -7.79079627398
19-21 O -15.4491368307
v O -23.504552317
Middlesex I-ORG -32.070157411
( O -37.5323243737
three O -47.8460111395
days O -56.0859979023
) O -60.6763799797

July O -7.79079627398
24-28 O -15.4491368307
Fourth O -20.8751724823
test O -29.6580242226
( O -34.2484063
at O -39.9572735699
Headingley I-LOC -48.229122636
) O -53.044374866

August I-ORG -1.9900660974

August O -7.81120514561
1-4 O -15.4695457024
v O -23.5249611887
Somerset I-ORG -31.7540940461
( O -37.2162610087
four O -48.0710787477
days O -56.3110655106
) O -60.901447588

August O -7.81120514561
7-11 O -15.4695457024
Fifth O -20.8955813539
test O -29.6784330943
( O -34.2688151717
at O -39.9776824415
Trent I-LOC -48.2495315076
Bridge I-LOC -55.8711819422
, O -61.1433474708
Nottingham I-LOC -71.6284043619
) O -76.4436565919

August O -7.81120514561
16-18 O -15.4695457024
v O -23.5249611887
Kent I-ORG -31.6205626534
( O -37.0827296161
three O -47.3964163819
days O -55.6364031447
) O -60.2267852221

August O -7.81120514561
21-25 O -15.4695457024
Sixth O -20.8955813539
test O -29.6784330943
( O -34.2688151717
at O -39.9776824415
The O -45.5250528094
Oval I-LOC -52.6442223655
, O -56.5209452821
London I-LOC -63.9937405978
) O -68.8089928278
. O -75.4733936079

SOCCER O -7.50311420153
- O -15.6573668296
SHEARER O -18.7215092966
NAMED O -21.7856517636
AS O -32.7202657072
ENGLAND I-LOC -39.7393518048
CAPTAIN O -43.0283644245
. O -49.6927652046

LONDON I-LOC -4.84581691021
1996-08-30 O -16.5419462244

The O -5.38923463594
world O -16.0636001695
's O -21.297101867
costliest O -24.361244334
footballer O -27.4253868011
Alan I-PER -34.9524930417
Shearer I-PER -36.3371731541
was O -42.1545592747
named O -54.4437397044
as O -60.5875341151
the O -64.2468372447
new O -71.497584276
England I-LOC -76.7409112457
captain O -86.1425374243
on O -94.0922827408
Friday O -101.437837566
. O -105.077802508

The O -5.38923463594
26-year-old O -13.0475751927
, O -16.6994279567
who O -23.1589803996
joined O -32.9949820546
Newcastle I-ORG -40.867439968
for O -47.0347726369
15 O -57.9332654395
million O -64.8425276924
pounds O -74.2510853325
sterling O -84.8492270394
( O -89.4396091168
$ O -96.092016761
23.4 O -100.67260855
million O -107.581870803
) O -112.172252881
, O -115.824105645
takes O -125.970262228
over O -132.912195263
from O -138.826883866
Tony I-PER -146.595152163
Adams I-PER -154.91811676
, O -158.84181343
who O -168.413790277
led O -177.34692422
the O -181.00622735
side O -189.861399752
during O -198.023424973
the O -201.682728103
European I-MISC -206.623010157
championship O -215.574478573
in O -223.32021801
June O -231.40992257
, O -235.061775334
and O -239.672388802
former O -247.525092776
captain O -256.701848802
David I-PER -262.955989367
Platt I-PER -264.340669479
. O -268.252478328

Adams I-PER -8.06367634754
and O -14.7429320155
Platt I-LOC -18.5351089347
are O -25.4575921683
both O -36.9485424185
injured O -46.0913968929
and O -50.7020103613
will O -57.215376957
miss O -67.6799872714
England I-LOC -72.9233142411
's O -78.3816860912
opening O -90.5161865808
World I-MISC -95.5926008094
Cup B-MISC -99.9374841115
qualifier O -109.490186892
against O -120.848905931
Moldova I-LOC -129.120754997
on O -134.270934628
Sunday O -144.795997206
. O -148.435962148

Shearer I-ORG -1.74999691956
takes O -13.0823256446
the O -19.8145685921
captaincy O -22.8787110591
on O -27.8040205375
a O -32.3437068285
trial O -41.7522644686
basis O -51.5237276024
, O -55.1755803664
but O -61.7560528788
new O -69.0067999101
coach O -78.1168645617
Glenn I-PER -79.7353057355
Hoddle I-PER -81.1199858479
said O -86.4151051957
he O -95.7051110076
saw O -105.304723884
no O -112.748909313
reason O -122.990376076
why O -133.231842839
the O -136.891145968
former O -144.743849942
Blackburn I-ORG -152.616307856
and O -158.098706209
Southampton I-ORG -167.768302137
skipper O -171.70422949
should O -182.964512337
not O -189.224430032
make O -197.72543062
the O -201.38473375
post O -211.038413848
his O -217.294607144
own O -226.20107284
. O -229.841037782

" O -4.69975382062
I O -14.2524417926
'm O -23.5776178238
sure O -34.5122317674
there O -42.2522625787
wo O -53.0045549655
n't O -60.973895843
be O -67.2545494364
a O -71.7942357275
problem O -81.1194117587
, O -84.7712645227
I O -91.5884686311
'm O -100.913644662
sure O -111.848258606
Alan I-PER -119.375364846
is O -126.555972831
the O -133.327700364
man O -141.777407658
for O -147.072955442
the O -150.732258571
job O -160.503721705
, O -164.155574469
" O -169.013464022
Hoddle O -174.439499673
said O -179.462775114
. O -183.102740056

" O -4.69975382062
There O -15.9539378494
were O -22.2232276842
three O -29.4639746322
or O -36.7822798145
four O -44.5641577358
people O -51.9377255968
who O -58.3972780397
could O -65.9784852655
have O -72.3059310204
done O -82.2109255469
it O -88.4396194014
but O -95.0200919138
when O -102.170516223
I O -108.987720332
spoke O -119.133876915
to O -123.551706242
Alan I-PER -131.078812482
he O -138.42819129
was O -147.086157908
up O -153.880816778
for O -159.176364561
it O -165.405058416
and O -170.015671884
really O -179.515201303
wanted O -189.114814179
it O -195.343508034
. O -198.983472976

" O -4.69975382062
In O -14.8376259837
four O -22.6195039049
days O -30.8594906677
it O -37.0881845223
's O -42.3216862198
very O -50.7226033494
difficult O -60.4334418614
to O -64.851271188
come O -73.9613358395
to O -78.3791651661
a O -82.9188514571
100 O -91.2002234361
percent O -98.0305424866
conclusion O -101.094684954
about O -108.445779959
something O -118.504925165
like O -127.311307403
this O -134.206385021
... O -142.966247243

but O -6.42233678049
he O -15.3354020523
knows O -18.3995445194
how O -27.6113918652
to O -32.0292211918
conduct O -35.0933636588
himself O -44.4593616845
, O -48.1112144485
his O -54.3674077444
team O -62.4228232307
mates O -65.4869656977
respect O -76.2392580845
him O -84.0737797392
and O -88.6843932076
he O -94.861974616
knows O -97.926117083
about O -105.277212088
the O -108.936515218
team O -116.991930704
situation O -126.763393838
even O -136.088569869
though O -145.993564395
he O -152.171145804
plays O -162.635756118
up O -169.430414988
front O -179.489560194
. O -183.129525137
" O -187.987414689

Shearer I-LOC -2.48780728321
's O -9.07061101624
Euro I-MISC -19.3649512834
96 I-MISC -26.8839755239
striking O -38.6438191702
partner O -52.3209192307
Teddy I-PER -53.9393604045
Sheringham I-PER -55.3240405169
withdrew O -66.5304983673
from O -75.5576113735
the O -79.2169145031
squad O -88.3597689775
with O -94.1704189417
an O -100.485959794
injury O -109.985489212
on O -114.910798691
Friday O -122.256353516
. O -125.896318458

He O -7.04358187215
will O -16.2924323314
probably O -25.9461124296
be O -32.226766023
replaced O -43.1613799666
by O -49.1317516557
Shearer I-ORG -51.4903776785
's O -57.5956642612
Newcastle I-ORG -66.3489694575
team O -75.2761698291
mate O -89.1014020337
Les I-PER -90.7198432075
Ferdinand I-PER -92.1045233199
. O -96.0163321688

BASKETBALL O -10.7764782117
- O -18.9307308397
